,past,present,future,swear,affect,posemo,negemo,anx,anger,sad,discrep
smart objects,0.030348748295030033,0.11464763617853135,0.013585498572599827,,0.08144590838334106,0.07615605257372524,0.046333437234093944,0.005741009019316439,,0.02022221513486792,0.0422443704373609
social media,0.028294281187313808,0.08105519600340774,0.008923262648824279,0.005163118733630499,0.06029031887982958,0.0342693706824262,0.025496636238999754,0.0031488709775097366,0.01223376571552535,0.003297523022960648,0.018419723656952335
global positioning system,0.024438956476667436,0.10713736672274339,0.12016157042410977,0.04561403508771929,0.10116518379754948,0.09455702986179482,0.02581724480726873,0.017410734254060117,0.017749677798481026,0.0066729108734928004,0.1241185401788991
open access,0.02315351852798068,0.07805019795415523,0.00959722005728981,0.00360474222805656,0.04986626731429462,0.03485271825524671,0.01673315114154333,0.00199109890499542,0.007138295539587279,0.003393796577911585,0.017830758958831842
interoperability,0.027455403677979783,0.08516607502304621,0.01598809829800718,0.005760494968564858,0.048025930092368774,0.035576240437602866,0.013255233175469167,0.0021390307737859052,0.007034658109178332,0.0026885405236934837,0.022686450124537603
killer robot,0.021181861993146728,0.07859376255488135,0.01425572756707398,0.004175864385155544,0.06782324631255322,0.032617853309911175,0.03652267364979387,0.00617810055955155,0.022563688438473943,0.0036885711571443464,0.02144565773420324
open data,0.022533404437069145,0.07976441512844955,0.011057625130135444,0.004207523915396374,0.046762196807377615,0.03410347562358684,0.015936474161719838,0.0029160450518966805,0.0078635743004509,0.0024375276505603587,0.02081144660921788
educational technology,0.0423881651857092,0.08680915496634425,0.021939165768729636,0.005050505050505051,0.07393502361309078,0.07479804563211136,0.009342661575525405,0.004291845493562232,0.004721455270335614,0.0012903225806451613,0.02523433482963177
bitcoin,0.021366107761855734,0.08709876212461398,0.01229595447473246,0.002961910945491088,0.05158133583222747,0.032774871416011826,0.018460258316828643,0.002413317549590871,0.007288215483610427,0.0035368545005515376,0.018772468726338816
artificial general intelligence,0.023467198066363253,0.08731610113639143,0.018254656225462268,0.0037851498816652107,0.04995399845829668,0.03421448904407076,0.018509260685209025,0.00639779064994301,0.007228371191434042,0.00260397995560336,0.02634763558941756
information ethics,,0.07894736842105263,0.02631578947368421,,0.13157894736842105,0.13157894736842105,,,,,0.07894736842105263
surveillance,0.029269887618526714,0.07822566760003899,0.009717234548356593,0.005327094000047145,0.053254940435239935,0.027408535357163824,0.025452997592161252,0.0035521185494902497,0.012984433866157396,0.002727151326102084,0.018307282532334074
black box,0.028304326775490045,0.07892969415843472,0.009267807547139035,0.0029267376424991385,0.04812173740878087,0.03066607315245018,0.017537863375409343,0.002038596410683401,0.006815429632944452,0.0029853725654957483,0.019144900242179273
social innovation,0.041853664672372635,0.08880066960025702,0.013454223155196107,0.010089636828852711,0.20530383966667223,0.21939491745271184,0.02302574672182028,0.011235955056179775,0.019035004598924505,0.005606541314160006,0.03283472297148626
ai assistant,0.033285688681699566,0.08692096716801859,0.014569272061534157,0.010421273813160766,0.05644654393712502,0.03936550482514151,0.021863001790464413,0.0035905459329541286,0.013263721434819681,0.0039379067026778115,0.024136974318270527
deepfake,0.025033205255527977,0.08281262143002341,0.012200160228546971,0.004390156549548294,0.05553676648794056,0.03260892805524653,0.023509201550582014,0.003007632532603621,0.008991265294095543,0.0022324260566984216,0.02260470477170893
autonomous weapon,0.026248658447882222,0.08172542312342794,0.0216156198806681,0.0051989500941010715,0.07245133403251089,0.03504178306075786,0.04087817428830367,0.00888469375287152,0.029224347737373847,0.006197448110604132,0.028560106546029137
5g standard,0.05704377690252145,0.09185318602204426,0.04183514366091576,0.021310776799962062,0.06844523392539115,0.045762049015797356,0.06201528633990731,,0.06434006901058707,0.0010080645161290322,0.022866957737148343
internet governance,0.008571428571428572,0.03142857142857143,0.0028571428571428567,,0.06857142857142857,0.06,0.008571428571428572,0.0028571428571428567,0.005714285714285713,,0.0028571428571428567
credential stuffing,0.020491803278688527,0.1002893408800015,0.012295081967213116,,0.18263029853255103,0.11348863963186653,0.21857324473043718,0.02325581395348837,0.004098360655737704,0.004098360655737704,0.012295081967213116
web accessibility,0.02661313807831107,0.09423983915556385,0.046292263485329124,0.004506290468102981,0.07773408625730337,0.08160245642573147,0.019659754711244256,0.017961906041674778,0.007770966784184437,0.019480379102403106,0.03417473142714007
virtual private network,0.029572195366951243,0.08553676617026638,0.014953306281499757,0.00722084783446267,0.04474646736838724,0.02870453960255377,0.019175789740908566,0.009849654793677479,0.006259321775565635,0.004238643645599282,0.028124716000708552
linux,0.023244479339745546,0.08466973582649126,0.009756487529739791,0.0020492196830065638,0.0463641938345101,0.03224568996699758,0.013865862998327016,0.0014910327000008544,0.004807340482618307,0.002092899326123753,0.02026879738758637
green computing,0.044948974332543044,0.07222975590856257,,,0.06179775280898876,0.03932584269662921,0.016853932584269662,,,0.011235955056179775,0.05000000000000001
distributed computing,0.024318479316043206,0.08571291174046297,0.01483577877429282,0.0018981592601070717,0.04133949923597943,0.03069053870293542,0.01214964338396438,0.003491154641145309,0.00520152384245252,0.0022777277555975474,0.022883285930002408
nbn,0.02898297383627392,0.07656368786016517,0.011208525539808894,0.006409928188485791,0.04746504040938997,0.02564811980519253,0.021672917866963598,0.0015556636783554919,0.010291888863312901,0.0031168890688354546,0.018526923566714107
deep neural,0.02407143071577032,0.08001887699737052,0.010955612333870322,0.002794102098293107,0.046906411583213306,0.03284294760663004,0.015460459154161003,0.00299207781839977,0.005508551440904848,0.0033886028315855093,0.02057109265118131
cyberattack,0.02961058060184984,0.07781762664129217,0.010548060027493136,0.0053885450899432445,0.05739437057043991,0.028353784711654225,0.029089756758664143,0.003467377146600566,0.016599418602255694,0.003073383318579679,0.01994627495689812
filter bubble,0.03148430869048485,0.08219255422180266,0.010031083533512003,0.012872170525055236,0.06158585923883145,0.04211476663356074,0.0227524290792571,0.004553765911161681,0.01237665269240688,0.006365129403741904,0.02376804590319189
data retention,0.0216159907872157,0.08900421372845554,0.029800762688053074,0.00434595741241682,0.04405751676571512,0.024387212959854316,0.027718895232195617,0.010068098618237629,0.011951255591702653,0.00546334466205823,0.045283624973832357
facebook,0.028229518055834037,0.07913572345921352,0.008614750547628839,0.005857927132473418,0.05748097913701311,0.03146617797160244,0.025590085959555215,0.0027909804487506033,0.012761838707168023,0.0032026687568454124,0.017907523164363837
p2p,0.022990347464644113,0.08345327179294403,0.011206692456269492,0.0028173004181203925,0.05573124486234311,0.038291533109272795,0.01734642561040094,0.0017785373834198045,0.007004453760154262,0.0030646775252468443,0.01995697876627885
bci,0.027396371980928504,0.07889098594904917,0.00990990325507194,0.004071881192242312,0.04968331719167378,0.033387704673900946,0.017112578790000627,0.0023506035452248893,0.007919301585886088,0.002149658870946264,0.019032391218650482
fog computing,0.028129991468900228,0.08581811631476907,0.01599625140044559,0.003968753905761779,0.060116375879075756,0.0542029983896569,0.018924205252701335,,0.006932542668216183,0.002018136662864956,0.0231181785498237
automated reasoning,0.021808310457227482,0.07957607050053067,0.02109060906890856,,0.04034924196132438,0.021808310457227482,0.03053435114503817,0.002544529262086514,0.0076335877862595426,,0.03466415282710537
digital learning,0.04544733568377767,0.0990116156544322,0.0565703373147217,,0.037166598524014646,0.03236199649681185,0.02819067379352271,0.010288065843621397,,0.024390243902439025,0.08810276017101644
digital transformation,0.03074741500537069,0.07261053101533949,0.009539205630023547,0.00422628716224149,0.03498479040959825,0.025411291027027594,0.012630608438293165,0.006305897365281883,0.005223151171305289,0.003106636182061396,0.029568112097665862
exascal,0.027079702018951553,0.08320946039829713,0.02211689713868906,0.009513228027711857,0.04880896807384355,0.035503661850434805,0.018621104342027923,0.003172765147099037,0.010392456691173314,0.005098949503663942,0.021606570300430016
internet freedom,0.021748100147875336,0.08474967914025333,0.0117741164554212,0.007046086619922928,0.05871360049683969,0.03344621477355846,0.025387995249908327,0.00348639542840286,0.01382859483662777,0.003133920522043168,0.021059292561132224
e-commerce,0.01902742796152585,0.08231729676434997,0.01196230800637564,0.0016874539925483339,0.04962164069173347,0.03918470991127811,0.010722223928354603,0.0015891748130900992,0.0035726683161092917,0.00207765993476218,0.020738991750466253
augmented reality,0.025706621291951965,0.08093002683910866,0.011350446245210158,0.0035195444378153754,0.051925872810013714,0.03734755931933779,0.014953175376368746,0.001974941871157777,0.006710257531761454,0.0022600193533675347,0.020828949018341807
ai startup,0.023037471210191934,0.0857510520475953,0.012466519632009346,0.005898561409044873,0.060317722502688687,0.043387318452480374,0.02386458510480448,0.007395889001162901,0.013177748729542317,0.004085579345980312,0.021789789506675584
coinhiv,0.01968081213728116,0.08711086111809403,0.010549430974227893,0.004569070689189274,0.04514492960181853,0.031034324492461234,0.01538654399081161,0.004085873805103217,0.006335715642225447,0.0027502229844447263,0.020010033001190444
multicloud,0.038612614891557345,0.11530308747372003,0.013198832082161377,0.002150537634408602,0.07213602718961414,0.0766954663382918,0.03969460411955793,0.002150537634408602,0.004122659009515053,0.004301075268817204,0.042798723813111075
autonomous car,0.019999046697883684,0.07920211466641437,0.01717096699374345,0.0033251054244643726,0.04695698040226055,0.02736911071801491,0.01982792515484177,0.0028873937760494064,0.007951359621127991,0.0027949390899905577,0.022140712312200557
data literacy,0.03261599511599511,0.06791431057394016,0.00912445950039935,,0.047886715444451604,0.04662467739908927,0.007692307692307694,0.0019230769230769234,,,0.009565030656674864
youtube kids,0.027790344772387062,0.08418818167963381,0.011904836277261582,0.008607779273446201,0.05576249039113741,0.031136798499329602,0.026975675343384,0.005102189461351065,0.01369945313588333,0.0028621674444032404,0.019410673670201106
data analysis,0.022543150906323254,0.08342243851377167,0.01091742261400873,0.0026923237391744594,0.059881183282799164,0.03942754505425057,0.02069333485060174,0.0018303425349229642,0.008943373073780663,0.004610137258376166,0.020410144610966387
autonomous vehicle,0.018986334677598166,0.0803998448111348,0.016992288036994527,0.0026035395487742155,0.04738412011187396,0.029341219302459937,0.018375133401498572,0.002866667185636045,0.0072549460685947115,0.0026921659039633662,0.021614700193299877
data sovereignty,0.031958148396504564,0.11300526976576916,0.06119120874608796,,0.10571938427635244,0.09938331995562767,0.05136792452830189,0.0625,,0.02,0.054623107900567534
quantum supremacy,0.01802479429593921,0.09958375125242076,0.014697480866299328,0.019274506960076532,0.05623922357517663,0.035856308756608245,0.03154259778616012,0.0023652990885679706,0.01569156129671456,0.002542907564189014,0.03196223144175043
personalized marketing,0.04532085561497327,0.053267973856209155,0.014705882352941175,,0.1323529411764706,0.1323529411764706,,,,,0.05000000000000001
recommender system,0.030961250688724337,0.0969402893235942,0.049313592113958825,0.0013966480446927375,0.06253956813999058,0.056176389993123466,0.01618520177153811,0.007502648096606162,0.0068055086446536074,0.01597191610898684,0.21132013022774898
conspiracy theory,0.035976282284587734,0.07454954808666409,0.00826684107531061,0.004655982054902664,0.05183683158709158,0.02698891967189707,0.024601740047316002,0.00306052582778317,0.012721450841660455,0.002896834585636996,0.015867839763678556
netneutrality,0.027008480810642107,0.07825169380002833,0.013412633142696109,0.005713199157471874,0.0563766236023222,0.03125553279345734,0.02566311872155594,0.007443009835196996,0.014206084941892676,0.003272912445011941,0.023799922880140757
personally identifiable information,0.03772829037044059,0.08793973566683834,0.018154642823548197,0.018172779785468402,0.07125155894011509,0.05466293650329589,0.028345321800852707,0.003696976393293362,0.010425279729995157,0.013255782248140101,0.028048834363687176
virtual community,0.043142041519024746,0.06662116291847181,0.01256658019580615,,0.03966898170952886,0.038678485092667206,0.011510167485011175,0.0016116035455278003,0.0024174053182917004,0.013888888888888888,0.036995806947640715
robotics,0.02540022321435909,0.0798074339535578,0.011227555992147307,0.0026999096656496182,0.049836140766163946,0.0341369459518343,0.015925697653839943,0.002108398312814668,0.00688371434399723,0.0025012279969399065,0.019582182867545945
data mining,0.02532485731858656,0.08102625455392597,0.011195868861300435,0.002774476702377728,0.048054075776338016,0.031831600472529246,0.016040517218592367,0.0018484729566519717,0.0070421471393885245,0.0026466598114785844,0.021604379733507324
disruptive innovation,0.06898490057014967,0.086380741127325,0.011748340710974546,0.006951473283894027,0.0739886534412901,0.06485950160846471,0.027239157294657826,0.0015526691815817316,0.017432626281802085,0.010707896834936037,0.031696449883553954
cryptocurrencies,0.01951013427880389,0.0857129221866333,0.012584398461326144,0.0027892662067286007,0.052400635430386394,0.035440875491861035,0.01676305684961953,0.0025484108226349134,0.0064162739194687885,0.0032773896876795074,0.01768237125982726
immersive technology,0.09629831137854074,0.061988493263092206,0.013897972096697256,0.0007434944237918215,0.060531537153581276,0.05336050568793223,0.017862001365276062,0.0037252316923533937,0.004377660393702163,0.00929191578157206,0.03156992409395528
echo chamber,0.024484787584191745,0.08284938477871923,0.008401926941152113,0.004986611428842424,0.060940435910844394,0.03318853593992488,0.027388320957092614,0.002529801054959404,0.013947744185928805,0.0034672984140139587,0.016630303063501016
infowar,0.028180561060668127,0.0818694936519428,0.008896114830028237,0.0070043634103045625,0.06129939288746874,0.030271222440589756,0.030892595769242873,0.0034533798072409884,0.01718772055782868,0.0034413696830962576,0.016215766604086055
intellectual property,0.02488927620861191,0.08005431613895582,0.012019717028970187,0.00406152101985324,0.053381982818369415,0.03367346465618746,0.019784186289521166,0.002108679664668965,0.009439075390543084,0.002827316163192966,0.02091612608811577
open-source model,0.0273972602739726,0.12743632566832958,0.03773584905660377,,0.04783763217438138,0.045592269637650604,0.018867924528301886,,,,0.018867924528301886
ai algorithm,0.04303008074977087,0.09991241999381052,0.011645661629945011,0.019341081480882955,0.06700856949657968,0.05603305744629458,0.024406326254897998,0.004351505496071062,0.0114187007720616,0.0063899169537557825,0.021933322265790076
notpetya,0.04955125673763592,0.07975265179031707,0.0113603285025338,0.009366537140439864,0.05552171599723925,0.03622597629068355,0.027872466264111675,0.007536283011324695,0.01867306372179778,0.004948168040489737,0.024230702260029283
metoo,0.029283222334222557,0.08617409725036425,0.02351259098659109,0.00615437781006213,0.06619334030667964,0.040712313777097,0.03622555966979729,0.009272646730569017,0.02065273471445882,0.009453386414428243,0.02160134853623468
monopoly,0.027844864294255058,0.07794355223411883,0.009297540082143452,0.0042474495463042826,0.05608902231528295,0.035052855643171225,0.02082116697763691,0.0019806851773877168,0.00977908049459621,0.0031533785674685635,0.017994168368213898
data visualization,0.025818834245762635,0.08205941082297674,0.009621546205307106,0.001967841137288217,0.05366189217793516,0.0408974134875326,0.013089510248925027,0.001972757665804624,0.0045843269206460235,0.00292100430970023,0.018947915968509338
hate speech,0.022850866606276835,0.08688544166344918,0.00989894987473147,0.005970164719782448,0.06671490952326879,0.02963383653219913,0.03671177096421453,0.003049177929787169,0.023184220299695704,0.0029630162652859635,0.018307509039722492
algorithmic bias,0.013605442176870748,0.09644074278908547,0.006666666666666668,0.011323562982239875,0.07391895763290998,0.0386772640090519,0.06776984152494706,,0.07639794614636884,0.006802721088435374,0.013470762042190615
identity management,0.09489356093070496,0.09790266299180322,0.012633621936499482,0.0037735849056603774,0.04678221354058096,0.04318426261243972,0.008802223189662315,0.0025466767249330774,0.0036489379801261067,0.004010692033156692,0.07834716315506739
open-source governance,0.02205882352941177,0.04779411764705883,0.014705882352941175,,0.03308823529411765,0.029411764705882356,0.0036764705882352936,,,,0.02205882352941177
project zero,0.06870469348588142,0.08194944282216882,0.01571216573698151,0.007679956497693974,0.08735932147445599,0.06539624993678927,0.026174292852444585,0.03226031272108433,0.008406579611545494,0.007702085090114712,0.03168035115179249
encryption,0.02122374559749711,0.08642596761824485,0.011465526429144453,0.002645327740027283,0.048203462611303954,0.029949828710080485,0.018205812450892846,0.00282634722637391,0.007163652660404878,0.0023268532224940404,0.022339378842665524
qubit,0.017508797723991523,0.08393626358233393,0.012520473022628495,0.0017421976686682703,0.0406087748326138,0.027189069543025034,0.013821132737661612,0.002248411958645494,0.003736166328217835,0.0025901753239878905,0.020107088295591394
smart contract,0.018259431433843752,0.08647386119314177,0.01417542064221681,0.001589572403843568,0.057490800270251434,0.0444508771525318,0.013222455092704144,0.0017370815075402155,0.004109428892688672,0.002415949602864573,0.020768931312624507
digital single market,0.029922676764722256,0.06645880548434949,0.017562619971422472,0.0031412068264588225,0.05231355089123673,0.04957035181013898,0.015981917254825763,0.0030739224808167694,0.007343576238261953,0.003328985581478995,0.02934697234180503
computer vision,0.019651074317340846,0.08695995650964772,0.012525100887297152,0.0016847681391320847,0.04428884091642104,0.03266984704729131,0.011761078797593789,0.0018926627397498727,0.003761860471206862,0.0018170825010261024,0.02186962966422262
e-democracy,0.06653130246983699,0.07684716930398873,0.025447637039082944,0.01772393294820309,0.06048522499946639,0.02986161172517678,0.053901683120747126,0.01854138848213921,0.03282822794878059,0.016018891067923934,0.047731170684225104
eye tracking,0.022646530953377906,0.08490634406259724,0.01320934659386962,0.0028213878999930834,0.04849778661969193,0.03386701397849851,0.014777478763759901,0.0022799961740956574,0.006276505482905999,0.002797547642466121,0.022040878707072373
amazon,0.028497040029107485,0.07630277977662545,0.009575575594507888,0.0034675012877522374,0.051836402430191955,0.03443732708344513,0.017242064695980597,0.0019381933134502327,0.00698773915177939,0.002893518130434194,0.018947490609505752
digital surveillance,0.0371420541240432,0.07884880241559698,0.014327078548208706,0.004120762491270839,0.06287821228435893,0.0408977221475696,0.03306617494962867,0.010375992735251152,0.014780953134576072,0.0028431402583028492,0.03705010638433408
monero,0.020753298662661516,0.08785004412228493,0.013067078865052787,0.0021466397393973126,0.049191012149796605,0.03357726804234221,0.015355839616233569,0.0021061481978499543,0.00540545685900368,0.0025922224903453667,0.02030143381618957
open innovation,0.03961272003571213,0.08267957550576037,0.017238981490949993,,0.08269090899766664,0.08269090899766664,,,,,0.03852406633926553
digital labor,0.043542054509406465,0.10009048856085961,,,0.044266596077729724,0.04826341033133029,0.011904761904761904,0.011904761904761904,,,0.04217073724263017
algorithms,0.02260725958071445,0.0827911208873153,0.010389394458721998,0.0025760584544760904,0.050348557458713764,0.03270788844755952,0.01769422258901862,0.0020100353464820877,0.006846320431309061,0.0024806754578357132,0.019858715418394936
ethereum,0.020529197689127116,0.08527502055490718,0.01306460364991497,0.002284189150764234,0.05179683125243113,0.03619161103783319,0.015447633245794045,0.002069850469662373,0.005667397073752406,0.0029083594260935542,0.0189519313276743
post-truth,0.025561722736728715,0.08150276616950677,0.009377493233248413,0.003989498208523795,0.061030712877259315,0.03549566579134633,0.026241824260761534,0.0037973059782481352,0.012341835825316212,0.0037518096475692726,0.018416634664741836
openai,0.022191224004679117,0.08219744794636541,0.013191834799423536,0.002708018598413662,0.05661312290553686,0.038274541594062295,0.018843655658387422,0.0028979023397388563,0.008001177199426507,0.004043572112781911,0.02022815823874277
edge computing,0.042532775229285266,0.08447348666029314,0.018929519297757744,,0.07431093955528677,0.07684983877723384,0.01775298166165817,0.0028985507246376808,0.018876630264019197,,0.04060784295278982
election meddling,0.030398144947478604,0.07983878534067841,0.010107090080875819,0.005270989405998926,0.05641044036491182,0.02848924120725699,0.027752396286907934,0.0032717325742509175,0.01452937323682778,0.00322686598520998,0.019065637077833965
kosinski,0.04266897469051916,0.0771620772694543,0.010476647630265455,0.0054004021973061336,0.07929374533670532,0.0605239052231951,0.02844772690452443,0.017644399787882098,0.013132253553350293,0.005937503272239676,0.028265622261084335
altright,0.0248828516062459,0.08118807063451465,0.00820343666502354,0.007243678628575317,0.06352524357708425,0.03050750052006508,0.03277971631513971,0.003036042971130841,0.018997721300733985,0.003530306675892143,0.016178524949842822
person robot,0.05000831041550796,0.1143012182642295,0.01492537313432836,,0.048580308793708775,0.040736652062418784,0.0198019801980198,0.0099009900990099,,,0.034808191270536235
w3c,0.029273388525677718,0.08226565700901617,0.013058120924546815,0.011408290144991553,0.060670726697042994,0.0457242111726483,0.018311316192697973,0.00193843314295785,0.011268566667020124,0.007383086333942811,0.02458108506027648
live streaming,0.02700908319302852,0.07660346570194017,0.010033293701029107,0.005382709523448316,0.05271435618808423,0.032879806035513014,0.02095987149530081,0.0024747223920994796,0.010449693122791726,0.003119398135171207,0.01894754990701405
competition law,0.03634839760916414,0.10178679991799376,0.019870499495778366,0.010050615451832697,0.24095327183167461,0.27733161820486757,0.03934188261188736,0.014302294302352773,0.027959241384023854,0.015549571034951479,0.03523481900598709
cloud computing,0.022450814667191857,0.08157408760003487,0.010961788549317725,0.002230925676159472,0.04612061738979425,0.034568281742865234,0.012016197400456277,0.0018247477293648956,0.0049172930119598035,0.0021709045960272674,0.019412708253765877
internet safety,0.023249053381078116,0.09357455860500011,0.011957295085229781,0.007716430121493634,0.06196569783001309,0.03571012635538115,0.03109540319460856,0.005456498126008807,0.013853770770925035,0.0028056964769996554,0.022604475120090898
right to be forgotten,0.042348244146195785,0.08953612024477789,0.020392347175736476,0.0032713692662964516,0.06000351548321526,0.04549469214578547,0.02367489982162684,0.0065251413896865226,0.01705794771604343,0.003191706317095414,0.030083416464632723
ehealth,0.03072296947804738,0.07948540593018623,0.012884436326108212,0.0037511758115871836,0.04487119585677884,0.028778720669672908,0.018310277913401465,0.003134323764147,0.007175570188944029,0.007355975355582019,0.0265616809566443
resilience,0.023928381330954807,0.08259696191895997,0.009928113352939296,0.0026754684474876505,0.06026976617008058,0.035850484235511286,0.02484546772186557,0.005699156711920995,0.009637653605927717,0.005663774419366648,0.019126348311872717
virtual collaboration,,0.10526315789473684,,,0.02631578947368421,0.02631578947368421,,,,,
context awareness,,0.0925925925925926,0.018518518518518517,,0.027777777777777776,0.027777777777777776,,,,,0.027777777777777776
green economy,0.03954065350446063,0.10450410066704229,0.03526448742383933,0.022414971359761258,0.09981533246759257,0.1144860202312875,0.0282280266735714,0.011090667268852048,0.017182047785839493,0.01950535572280815,0.03632847325185641
hyperconnectivity,0.04171662038111551,0.09648949819972419,0.014427289342500123,0.002171552660152009,0.060526950074675914,0.025667399551234333,0.0357225676475463,0.004345466985750491,0.007239034916626491,0.0056473602082208925,0.03674485238084651
globalization,0.021756947616458765,0.0795830056079459,0.010153449634790411,0.003384118691768967,0.054931660160106595,0.03311803979108904,0.02188482928499915,0.0026249461851303884,0.009773253507569407,0.0037672480240038436,0.01882587089760964
open security,0.030239478786176374,0.10371796814772109,0.06570930085327979,,0.08680152579848531,0.08366290770197532,0.028114502832052857,,0.011532837860271488,0.013888888888888888,0.04313848978796977
digital twin,0.0399490122361628,0.08729364874669122,0.02941584375497264,0.0067720090293453715,0.06696265158402831,0.05483564517924165,0.020489108423291696,0.011847914340291015,0.009029345372460496,0.011259996690437504,0.03689217856310925
digital citizen,0.0614101392920588,0.09465352584301602,0.02688279999489951,0.004210647933770281,0.05413334413395695,0.03161145845379679,0.04126603298067726,0.003817271972780365,0.03398023978636229,0.003785223797321977,0.03726080904558033
big data,0.02103867372661193,0.07699209200018187,0.010494982003209427,0.0020415330888490855,0.04282072163648326,0.029750573481074967,0.01306975671668968,0.002152830406235511,0.004661685256919222,0.002032890771745284,0.018684848690691456
data broker,0.03872942493398526,0.09903998750845029,0.033864784521500234,0.003324209303572175,0.05502239971195606,0.04461820486172615,0.016761826664117078,0.002617164504782031,0.008134279260149573,0.00518233492590599,0.03993887524999619
distributed ledger,0.020112570840670484,0.09278037790620856,0.012984942511126819,0.00516362815521548,0.05905526510584188,0.047517986974410314,0.017062923964258223,0.0030286710231391084,0.007030837225238522,0.0023370202541818457,0.019139371326560895
information society,0.03734655883415135,0.10137104510983233,0.06598525983260732,0.009689337578706252,0.06512963708720754,0.06015602709925968,0.01889486845381264,0.00448606520980674,0.009703396731694144,0.0031940135061142546,0.11187505037758168
russian interference,0.031054665790808813,0.07826328781510154,0.009800691251373906,0.005433666353831977,0.05605975552454992,0.028971336819431065,0.02693356349799068,0.003199102273062839,0.014016298366729409,0.0033034087934222882,0.01872589489375598
vpn,0.021823743802461572,0.08752936988627252,0.010569274019076702,0.0017357063382194846,0.04175675728985752,0.02946045343439932,0.012004637575647419,0.0016502456464003638,0.0041344976395005,0.0015841619985668754,0.021353942438753753
political polarization,0.025624187977142006,0.08062228038675773,0.01916125346290944,0.002878010359919324,0.05919508671037646,0.033677456331663136,0.027691736026841194,0.003168026018534033,0.013815810228276977,0.004944294198048302,0.023113939352335907
reputation system,0.02399870582054666,0.08213518488033211,0.014878448351022987,0.0035772185204513435,0.06631674601126138,0.039035265527547984,0.02770832784240636,0.0030251889714891854,0.013977033880062174,0.00393693839624197,0.022937263777278154
sharing economy,0.0187824287152286,0.07867463262747582,0.012907163173227976,0.005559958719524562,0.05355967561472053,0.03955074783557318,0.01765118961263298,0.002505618947752077,0.012961434043543139,0.0027722904368589125,0.019183677558479897
data localization,0.0075187969924812035,0.09755891900834385,0.01792083308061689,,0.12615700440973168,0.1377400412952668,0.02851150070984236,0.015037593984962403,0.003759398496240601,0.01694915254237288,0.02762058879210381
reinforcement learning,0.018704423944113965,0.08191949675338685,0.010731166916732218,0.0014963817251316084,0.048696049092674845,0.03695819294634544,0.01233854425085393,0.0014763057436403737,0.003175193219387913,0.002862300966880073,0.019987059229223187
semantic web,0.10477431230231068,0.12521876389695635,0.02529971338128747,,0.104879124779063,0.10532651377723634,0.0461665747380033,,0.025170068027210883,0.028571428571428567,0.01714381948413029
v2v,0.027561958842774556,0.08387760761304733,0.021476115565626862,0.006405747362358098,0.05741321597422854,0.04622958968234917,0.017450071075176158,0.0028526730367618635,0.010117440563878475,0.004633400491808299,0.029279046710352728
tamper resistance,0.010869565217391304,0.04782608695652174,0.021739130434782608,,0.028260869565217388,0.013043478260869565,0.015217391304347828,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.015217391304347828
evolutionary computing,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,
zte,0.026733952569457015,0.05925300798187464,0.007251523179568111,0.0035739971869096967,0.04474179379894944,0.025902042432877564,0.018720586254331817,0.0019212367676570705,0.009661388295152541,0.0025067814120791967,0.01396092857708352
world wide web consortium,0.054598125966200554,0.11866489513056674,0.019256253733448664,0.0065267102903076935,0.07460502772209157,0.0684946871045423,0.023579257785724672,0.0022190615821705588,0.013119777771868263,0.005237563276424393,0.01955040218850889
machine learning,0.01961634556477242,0.08295608601341505,0.011037574909203745,0.001763442996773232,0.04815929855646312,0.034925092183559756,0.013321844163054448,0.0015401707128045873,0.004805401365721004,0.0020110081780896506,0.020306259958748848
